source_row,date,home_team_raw,away_team_raw,home_goals_raw,away_goals_raw,round_raw,group,home_team,away_team,home_goals,away_goals,has_score_annotation,season_start,round,phase,result,home_win,goal_difference,source,home_elo_pre,away_elo_pre,elo_diff_pre,elo_expected_home_score,home_alltime_Rank,home_alltime_Matches,home_alltime_win_rate,home_alltime_points_per_match,home_alltime_Goals_per_match,home_alltime_Goals_conceded_per_match,home_alltime_goal_difference_per_match,home_alltime_alltime_elo_proxy,away_alltime_Rank,away_alltime_Matches,away_alltime_win_rate,away_alltime_points_per_match,away_alltime_Goals_per_match,away_alltime_Goals_conceded_per_match,away_alltime_goal_difference_per_match,away_alltime_alltime_elo_proxy,alltime_elo_proxy_diff,alltime_win_rate_diff,alltime_ppm_diff,alltime_goals_per_match_diff,alltime_conceded_per_match_diff
930,2013-11-06,Borussia Dortmund,Arsenal,0,1,round : 4,F,Borussia Dortmund,Arsenal FC,0,1,False,2013,4,Group,A,0,-1,detailed_2005_2021,1548.451,1607.989,-59.538,0.415,14,176,0.4715909090909091,1.6193181818181819,1.6875,1.2613636363636365,0.42613636363636365,1546.4,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,-6.7999999999999545,-0.0004903091832025863,-0.020275726811259664,0.042829949238578635,0.11415551453622519
931,2013-11-06,Napoli,Olympique de Marseille,3,2,round : 4,F,SSC Napoli,Olympique Marseille,3,2,False,2013,4,Group,H,1,1,detailed_2005_2021,1531.569,1463.061,68.507,0.597,39,66,0.45454545454545453,1.621212121212121,1.7121212121212122,1.2575757575757576,0.45454545454545453,1544.7,29,110,0.39090909090909093,1.3363636363636364,1.4636363636363636,1.2727272727272727,0.19090909090909092,1484.0,60.700000000000045,0.0636363636363636,0.2848484848484847,0.24848484848484853,-0.015151515151515138
932,2013-11-06,Zenit St. Petersburg,FC Porto,1,1,round : 4,G,Zenit St. Petersburg,FC Porto,1,1,False,2013,4,Group,D,0,0,detailed_2005_2021,1488.008,1536.12,-48.112,0.431,56,64,0.328125,1.203125,1.1875,1.421875,-0.234375,1466.8,8,265,0.4528301886792453,1.5773584905660378,1.4792452830188678,1.1547169811320754,0.32452830188679244,1540.4,-73.60000000000014,-0.1247051886792453,-0.37423349056603783,-0.2917452830188678,0.26715801886792456
933,2013-11-06,Atlético Madrid,Austria Wien,4,0,round : 4,G,Atlético Madrid,Austria Wien,4,0,False,2013,4,Group,H,1,4,detailed_2005_2021,1542.87,1482.224,60.646,0.586,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,53,63,0.3492063492063492,1.253968253968254,1.4444444444444444,1.5873015873015872,-0.14285714285714285,1474.8,93.29999999999995,0.12669726525148212,0.4388028303690954,0.01338688085676032,-0.5993497800726716
934,2013-11-06,Ajax,Celtic,1,0,round : 4,H,AFC Ajax,Celtic FC,1,0,False,2013,4,Group,H,1,1,detailed_2005_2021,1475.322,1475.161,0.161,0.5,11,215,0.46511627906976744,1.627906976744186,1.613953488372093,1.1255813953488372,0.4883720930232558,1552.1,20,156,0.391025641025641,1.3525641025641026,1.3846153846153846,1.4230769230769231,-0.038461538461538464,1488.2,63.899999999999864,0.07409063804412641,0.2753428741800834,0.22933810375670838,-0.29749552772808596
935,2013-11-06,Barcelona,Milan,3,1,round : 4,H,FC Barcelona,AC Milan,3,1,False,2013,4,Group,H,1,2,detailed_2005_2021,1667.252,1565.895,101.357,0.642,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,57.09999999999991,0.09553477563215851,0.25203342001881257,0.35305704642284086,0.06285619432302336
944,2013-11-26,FC Basel,Chelsea,1,0,round : 5,E,FC Basel,Chelsea FC,1,0,False,2013,5,Group,H,1,1,detailed_2005_2021,1489.863,1624.653,-134.789,0.315,41,82,0.35365853658536583,1.2439024390243902,1.3780487804878048,1.8170731707317076,-0.43902439024390244,1469.3,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,-124.20000000000005,-0.1590318187445834,-0.5581280178284016,-0.3326111179893525,0.8830630184474436
945,2013-11-26,FCSB,FC Schalke 04,0,0,round : 5,E,FCSB,FC Schalke 04,0,0,False,2013,5,Group,D,0,0,detailed_2005_2021,1415.28,1545.029,-129.75,0.321,45,87,0.28735632183908044,1.1149425287356323,1.1954022988505748,1.471264367816092,-0.27586206896551724,1451.0,40,73,0.3972602739726027,1.4246575342465753,1.4383561643835616,1.5205479452054795,-0.0821917808219178,1507.5,-56.5,-0.10990395213352228,-0.309715005510943,-0.2429538655329868,-0.0492835773893876
946,2013-11-26,Arsenal,Olympique de Marseille,2,0,round : 5,F,Arsenal FC,Olympique Marseille,2,0,False,2013,5,Group,H,1,2,detailed_2005_2021,1616.292,1455.008,161.284,0.717,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,29,110,0.39090909090909093,1.3363636363636364,1.4636363636363636,1.2727272727272727,0.19090909090909092,1484.0,69.20000000000005,0.08117212736502077,0.3032302722658051,0.18103368712505774,-0.12551915089986143
947,2013-11-26,Borussia Dortmund,Napoli,3,1,round : 5,F,Borussia Dortmund,SSC Napoli,3,1,False,2013,5,Group,H,1,2,detailed_2005_2021,1540.148,1539.622,0.526,0.501,14,176,0.4715909090909091,1.6193181818181819,1.6875,1.2613636363636365,0.42613636363636365,1546.4,39,66,0.45454545454545453,1.621212121212121,1.7121212121212122,1.2575757575757576,0.45454545454545453,1544.7,1.7000000000000455,0.017045454545454586,-0.0018939393939392257,-0.024621212121212155,0.0037878787878788955
948,2013-11-26,Zenit St. Petersburg,Atlético Madrid,1,1,round : 5,G,Zenit St. Petersburg,Atlético Madrid,1,1,False,2013,5,Group,D,0,0,detailed_2005_2021,1489.384,1551.142,-61.758,0.412,56,64,0.328125,1.203125,1.1875,1.421875,-0.234375,1466.8,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,-101.29999999999995,-0.1477786144578313,-0.48964608433734935,-0.27033132530120474,0.4339231927710844
949,2013-11-26,FC Porto,Austria Wien,1,1,round : 5,G,FC Porto,Austria Wien,1,1,False,2013,5,Group,D,0,0,detailed_2005_2021,1534.744,1473.952,60.792,0.587,8,265,0.4528301886792453,1.5773584905660378,1.4792452830188678,1.1547169811320754,0.32452830188679244,1540.4,53,63,0.3492063492063492,1.253968253968254,1.4444444444444444,1.5873015873015872,-0.14285714285714285,1474.8,65.60000000000014,0.1036238394728961,0.3233902365977839,0.0348008385744234,-0.4325846061695118
950,2013-11-26,Ajax,Barcelona,2,1,round : 5,H,AFC Ajax,FC Barcelona,2,1,False,2013,5,Group,H,1,1,detailed_2005_2021,1485.318,1674.414,-189.097,0.252,11,215,0.46511627906976744,1.627906976744186,1.613953488372093,1.1255813953488372,0.4883720930232558,1552.1,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,-76.70000000000005,-0.109663779581259,-0.3222396508217964,-0.3655186523903706,0.0815931255541158
951,2013-11-26,Celtic,Milan,0,3,round : 5,H,Celtic FC,AC Milan,0,3,False,2013,5,Group,A,0,-3,detailed_2005_2021,1465.166,1558.732,-93.567,0.369,20,156,0.391025641025641,1.3525641025641026,1.3846153846153846,1.4230769230769231,-0.038461538461538464,1488.2,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,-83.5,-0.0882196419932269,-0.34554910498306723,-0.24179970972423814,0.4419448476052251
936,2013-11-27,Bayer 04 Leverkusen,Manchester United,0,5,round : 5,A,Bayer Leverkusen,Manchester United,0,5,False,2013,5,Group,A,0,-5,detailed_2005_2021,1520.594,1666.336,-145.743,0.302,32,107,0.34579439252336447,1.2710280373831775,1.383177570093458,1.6355140186915889,-0.2523364485981308,1478.1,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,-121.20000000000005,-0.1836173721825179,-0.5559615819939852,-0.429971218833878,0.5974517349545649
937,2013-11-27,Shakhtar Donetsk,Real Sociedad,4,0,round : 5,A,Shakhtar Donetsk,Real Sociedad,4,0,False,2013,5,Group,H,1,4,detailed_2005_2021,1512.767,1480.563,32.204,0.546,31,118,0.3305084745762712,1.2118644067796611,1.3644067796610169,1.7627118644067796,-0.3983050847457627,1464.6,87,32,0.28125,1.125,0.875,1.09375,-0.21875,1466.5,-1.900000000000091,0.049258474576271194,0.08686440677966112,0.48940677966101687,0.6689618644067796
938,2013-11-27,Juventus,FC København,3,1,round : 5,B,Juventus,FC København,3,1,False,2013,5,Group,H,1,2,detailed_2005_2021,1552.491,1485.298,67.193,0.596,5,297,0.5084175084175084,1.754208754208754,1.589225589225589,1.0134680134680134,0.5757575757575758,1581.5,79,44,0.25,1.0227272727272727,0.8863636363636364,1.5227272727272727,-0.6363636363636364,1445.3,136.20000000000005,0.25841750841750843,0.7314814814814814,0.7028619528619527,-0.5092592592592593
939,2013-11-27,Real Madrid,Galatasaray,4,1,round : 5,B,Real Madrid,Galatasaray,4,1,False,2013,5,Group,H,1,3,detailed_2005_2021,1642.166,1492.021,150.145,0.704,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,24,161,0.2670807453416149,1.0559006211180124,1.0807453416149069,1.6832298136645962,-0.6024844720496895,1434.0,196.0,0.3316846867571505,0.9152927945198477,1.1332464279324181,-0.5659458630473122
940,2013-11-27,Paris Saint-Germain,Olympiacos,2,1,round : 5,C,Paris Saint-Germain,Olympiakos Piraeus,2,1,False,2013,5,Group,H,1,1,detailed_2005_2021,1559.851,1464.544,95.308,0.634,16,151,0.5231788079470199,1.7615894039735098,1.9470198675496688,1.185430463576159,0.7615894039735099,1574.3,25,156,0.30128205128205127,1.0833333333333333,1.1282051282051282,1.698717948717949,-0.5705128205128205,1432.0,142.29999999999995,0.2218967566649686,0.6782560706401766,0.8188147393445406,-0.5132874851417899
941,2013-11-27,RSC Anderlecht,SL Benfica,2,3,round : 5,C,RSC Anderlecht,SL Benfica,2,3,False,2013,5,Group,A,0,-1,detailed_2005_2021,1413.826,1487.835,-74.008,0.395,22,163,0.32515337423312884,1.1901840490797546,1.3312883435582823,1.7239263803680982,-0.39263803680981596,1458.0,9,266,0.43609022556390975,1.537593984962406,1.6466165413533835,1.218045112781955,0.42857142857142855,1532.9,-74.90000000000009,-0.1109368513307809,-0.34740993588265145,-0.31532819779510124,0.5058812675861433
942,2013-11-27,CSKA Moscow,Bayern München,1,3,round : 5,D,CSKA Moskva,Bayern Munich,1,3,False,2013,5,Group,A,0,-2,detailed_2005_2021,1459.966,1686.536,-226.57,0.213,47,86,0.26744186046511625,1.0348837209302326,1.1395348837209305,1.6395348837209305,-0.5,1433.7,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,-202.29999999999995,-0.3279189642771518,-0.9522296811316231,-0.9661352193718535,0.634380244545673
943,2013-11-27,Manchester City,Viktoria Plzeň,4,2,round : 5,D,Manchester City,Viktoria Plzeň,4,2,False,2013,5,Group,H,1,2,detailed_2005_2021,1513.373,1460.665,52.707,0.575,17,127,0.5669291338582677,1.905511811023622,2.118110236220472,1.1496062992125984,0.968503937007874,1604.7,145,24,0.16666666666666666,0.625,0.9583333333333334,2.875,-1.9166666666666667,1394.2,210.5,0.4002624671916011,1.280511811023622,1.1597769028871383,-1.7253937007874016
952,2014-02-18,Bayer 04 Leverkusen,Paris Saint-Germain,0,4,round : 18,,Bayer Leverkusen,Paris Saint-Germain,0,4,False,2013,18,Knockout,A,0,-4,detailed_2005_2021,1514.559,1567.175,-52.616,0.425,32,107,0.34579439252336447,1.2710280373831775,1.383177570093458,1.6355140186915889,-0.2523364485981308,1478.1,16,151,0.5231788079470199,1.7615894039735098,1.9470198675496688,1.185430463576159,0.7615894039735099,1574.3,-96.20000000000005,-0.1773844154236554,-0.49056136659033234,-0.5638422974562107,0.45008355511542986
953,2014-02-18,Manchester City,Barcelona,0,2,round : 18,,Manchester City,FC Barcelona,0,2,False,2013,18,Knockout,A,0,-2,detailed_2005_2021,1521.867,1659.452,-137.585,0.312,17,127,0.5669291338582677,1.905511811023622,2.118110236220472,1.1496062992125984,0.968503937007874,1604.7,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,-24.09999999999991,-0.007850924792758729,-0.044634816542360456,0.1386380954580082,0.10561802941787701
954,2014-02-19,Arsenal,Bayern München,0,2,round : 18,,Arsenal FC,Bayern Munich,0,2,False,2013,18,Knockout,A,0,-2,detailed_2005_2021,1621.957,1690.805,-68.848,0.402,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,-82.79999999999995,-0.12327960646815633,-0.3475194934324142,-0.46100005233136265,0.14205348265215378
955,2014-02-19,Milan,Atlético Madrid,0,1,round : 18,,AC Milan,Atlético Madrid,0,1,False,2013,18,Knockout,A,0,-1,detailed_2005_2021,1566.102,1549.383,16.72,0.524,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,3.6000000000001364,0.003341668561036626,0.005342123209820526,0.16858376903841799,-0.0068197317572176175
956,2014-02-25,Zenit St. Petersburg,Borussia Dortmund,2,4,round : 18,,Zenit St. Petersburg,Borussia Dortmund,2,4,False,2013,18,Knockout,A,0,-2,detailed_2005_2021,1491.143,1550.133,-58.99,0.416,56,64,0.328125,1.203125,1.1875,1.421875,-0.234375,1466.8,14,176,0.4715909090909091,1.6193181818181819,1.6875,1.2613636363636365,0.42613636363636365,1546.4,-79.60000000000014,-0.14346590909090912,-0.4161931818181819,-0.5,0.16051136363636354
957,2014-02-25,Olympiacos,Manchester United,2,0,round : 18,,Olympiakos Piraeus,Manchester United,2,0,False,2013,18,Knockout,H,1,2,detailed_2005_2021,1457.22,1672.371,-215.151,0.225,25,156,0.30128205128205127,1.0833333333333333,1.1282051282051282,1.698717948717949,-0.5705128205128205,1432.0,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,-167.29999999999995,-0.2281297134238311,-0.7436562860438294,-0.6849436607222079,0.660655664980925
958,2014-02-26,FC Schalke 04,Real Madrid,1,6,round : 18,,FC Schalke 04,Real Madrid,1,6,False,2013,18,Knockout,A,0,-5,detailed_2005_2021,1541.459,1648.095,-106.635,0.351,40,73,0.3972602739726027,1.4246575342465753,1.4383561643835616,1.5205479452054795,-0.0821917808219178,1507.5,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,-122.5,-0.2015051581261627,-0.5465358813912848,-0.7756356051637634,0.4032639945881955
959,2014-02-26,Galatasaray,Chelsea,1,1,round : 18,,Galatasaray,Chelsea FC,1,1,False,2013,18,Knockout,D,0,0,detailed_2005_2021,1486.092,1610.957,-124.865,0.328,24,161,0.2670807453416149,1.0559006211180124,1.0807453416149069,1.6832298136645962,-0.6024844720496895,1434.0,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,-159.5,-0.2456096099883343,-0.7461298357347794,-0.6299145568622504,0.7492196613803322
960,2014-03-11,Atlético Madrid,Milan,4,1,round : 18,,Atlético Madrid,AC Milan,4,1,False,2013,18,Knockout,H,1,3,detailed_2005_2021,1559.863,1555.622,4.242,0.506,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,-3.6000000000001364,-0.003341668561036626,-0.005342123209820526,-0.16858376903841799,0.0068197317572176175
961,2014-03-11,Bayern München,Arsenal,1,1,round : 18,,Bayern Munich,Arsenal FC,1,1,False,2013,18,Knockout,D,0,0,detailed_2005_2021,1698.849,1613.913,84.936,0.62,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,82.79999999999995,0.12327960646815633,0.3475194934324142,0.46100005233136265,-0.14205348265215378
962,2014-03-12,Barcelona,Manchester City,2,1,round : 18,,FC Barcelona,Manchester City,2,1,False,2013,18,Knockout,H,1,1,detailed_2005_2021,1665.687,1515.632,150.055,0.703,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,17,127,0.5669291338582677,1.905511811023622,2.118110236220472,1.1496062992125984,0.968503937007874,1604.7,24.09999999999991,0.007850924792758729,0.044634816542360456,-0.1386380954580082,-0.10561802941787701
963,2014-03-12,Paris Saint-Germain,Bayer 04 Leverkusen,2,1,round : 18,,Paris Saint-Germain,Bayer Leverkusen,2,1,False,2013,18,Knockout,H,1,1,detailed_2005_2021,1575.672,1506.062,69.61,0.599,16,151,0.5231788079470199,1.7615894039735098,1.9470198675496688,1.185430463576159,0.7615894039735099,1574.3,32,107,0.34579439252336447,1.2710280373831775,1.383177570093458,1.6355140186915889,-0.2523364485981308,1478.1,96.20000000000005,0.1773844154236554,0.49056136659033234,0.5638422974562107,-0.45008355511542986
964,2014-03-18,Chelsea,Galatasaray,2,0,round : 18,,Chelsea FC,Galatasaray,2,0,False,2013,18,Knockout,H,1,2,detailed_2005_2021,1607.51,1489.538,117.972,0.664,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,24,161,0.2670807453416149,1.0559006211180124,1.0807453416149069,1.6832298136645962,-0.6024844720496895,1434.0,159.5,0.2456096099883343,0.7461298357347794,0.6299145568622504,-0.7492196613803322
965,2014-03-18,Real Madrid,FC Schalke 04,3,1,round : 18,,Real Madrid,FC Schalke 04,3,1,False,2013,18,Knockout,H,1,2,detailed_2005_2021,1655.118,1534.436,120.683,0.667,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,40,73,0.3972602739726027,1.4246575342465753,1.4383561643835616,1.5205479452054795,-0.0821917808219178,1507.5,122.5,0.2015051581261627,0.5465358813912848,0.7756356051637634,-0.4032639945881955
966,2014-03-19,Borussia Dortmund,Zenit St. Petersburg,1,2,round : 18,,Borussia Dortmund,Zenit St. Petersburg,1,2,False,2013,18,Knockout,A,0,-1,detailed_2005_2021,1558.451,1482.824,75.626,0.607,14,176,0.4715909090909091,1.6193181818181819,1.6875,1.2613636363636365,0.42613636363636365,1546.4,56,64,0.328125,1.203125,1.1875,1.421875,-0.234375,1466.8,79.60000000000014,0.14346590909090912,0.4161931818181819,0.5,-0.16051136363636354
967,2014-03-19,Manchester United,Olympiacos,3,0,round : 18,,Manchester United,Olympiakos Piraeus,3,0,False,2013,18,Knockout,H,1,3,detailed_2005_2021,1656.865,1472.726,184.139,0.743,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,25,156,0.30128205128205127,1.0833333333333333,1.1282051282051282,1.698717948717949,-0.5705128205128205,1432.0,167.29999999999995,0.2281297134238311,0.7436562860438294,0.6849436607222079,-0.660655664980925
968,2014-04-01,Barcelona,Atlético Madrid,1,1,round : quarterfinals,,FC Barcelona,Atlético Madrid,1,1,False,2013,quarterfinals,Knockout,D,0,0,detailed_2005_2021,1671.618,1569.741,101.877,0.643,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,60.700000000000045,0.09887644419319513,0.2573755432286331,0.5216408154612588,0.056036462565805745
969,2014-04-01,Manchester United,Bayern München,1,1,round : quarterfinals,,Manchester United,Bayern Munich,1,1,False,2013,quarterfinals,Knockout,D,0,0,detailed_2005_2021,1662.011,1696.452,-34.44,0.451,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,-36.700000000000045,-0.06594906003638568,-0.16012378268469307,-0.2925213141654479,0.032907644561766425
970,2014-04-02,Paris Saint-Germain,Chelsea,3,1,round : quarterfinals,,Paris Saint-Germain,Chelsea FC,3,1,False,2013,quarterfinals,Knockout,H,1,2,detailed_2005_2021,1583.695,1614.239,-30.545,0.456,16,151,0.5231788079470199,1.7615894039735098,1.9470198675496688,1.185430463576159,0.7615894039735099,1574.3,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,-19.200000000000045,0.010488452617070654,-0.04044105287928201,0.23635996907251156,0.251420311291895
971,2014-04-02,Real Madrid,Borussia Dortmund,3,0,round : quarterfinals,,Real Madrid,Borussia Dortmund,3,0,False,2013,quarterfinals,Knockout,H,1,3,detailed_2005_2021,1661.778,1546.308,115.47,0.66,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,14,176,0.4715909090909091,1.6193181818181819,1.6875,1.2613636363636365,0.42613636363636365,1546.4,83.59999999999991,0.1271745230078563,0.3518752338196782,0.526491769547325,-0.14407968574635244
972,2014-04-08,Borussia Dortmund,Real Madrid,2,0,round : quarterfinals,,Borussia Dortmund,Real Madrid,2,0,False,2013,quarterfinals,Knockout,H,1,2,detailed_2005_2021,1539.514,1668.572,-129.058,0.322,14,176,0.4715909090909091,1.6193181818181819,1.6875,1.2613636363636365,0.42613636363636365,1546.4,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,-83.59999999999991,-0.1271745230078563,-0.3518752338196782,-0.526491769547325,0.14407968574635244
973,2014-04-08,Chelsea,Paris Saint-Germain,2,0,round : quarterfinals,,Chelsea FC,Paris Saint-Germain,2,0,False,2013,quarterfinals,Knockout,H,1,2,detailed_2005_2021,1603.362,1594.571,8.791,0.513,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,16,151,0.5231788079470199,1.7615894039735098,1.9470198675496688,1.185430463576159,0.7615894039735099,1574.3,19.200000000000045,-0.010488452617070654,0.04044105287928201,-0.23635996907251156,-0.251420311291895
974,2014-04-09,Atlético Madrid,Barcelona,1,0,round : quarterfinals,,Atlético Madrid,FC Barcelona,1,0,False,2013,quarterfinals,Knockout,H,1,1,detailed_2005_2021,1572.592,1668.767,-96.175,0.365,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,-60.700000000000045,-0.09887644419319513,-0.2573755432286331,-0.5216408154612588,-0.056036462565805745
975,2014-04-09,Bayern München,Manchester United,3,1,round : quarterfinals,,Bayern Munich,Manchester United,3,1,False,2013,quarterfinals,Knockout,H,1,2,detailed_2005_2021,1695.464,1662.999,32.464,0.547,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,36.700000000000045,0.06594906003638568,0.16012378268469307,0.2925213141654479,-0.032907644561766425
976,2014-04-22,Atlético Madrid,Chelsea,0,0,round : semifinals,,Atlético Madrid,Chelsea FC,0,0,False,2013,semifinals,Knockout,D,0,0,detailed_2005_2021,1585.292,1613.109,-27.818,0.46,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,-25.40000000000009,-0.03678674087211792,-0.10925937251544249,-0.25282857317595253,0.05394165494465164
977,2014-04-23,Real Madrid,Bayern München,1,0,round : semifinals,,Real Madrid,Bayern Munich,1,0,False,2013,semifinals,Knockout,H,1,1,detailed_2005_2021,1655.019,1704.532,-49.513,0.429,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,-6.0,0.003404607356497391,-0.015919986423995613,0.108321666454541,0.11212931144202654
978,2014-04-29,Bayern München,Real Madrid,0,4,round : semifinals,,Bayern Munich,Real Madrid,0,4,False,2013,semifinals,Knockout,A,0,-4,detailed_2005_2021,1693.116,1666.435,26.682,0.538,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,6.0,-0.003404607356497391,0.015919986423995613,-0.108321666454541,-0.11212931144202654
979,2014-04-30,Chelsea,Atlético Madrid,1,3,round : semifinals,,Chelsea FC,Atlético Madrid,1,3,False,2013,semifinals,Knockout,A,0,-2,detailed_2005_2021,1612.311,1586.091,26.22,0.538,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,25.40000000000009,0.03678674087211792,0.10925937251544249,0.25282857317595253,-0.05394165494465164
980,2014-05-24,Real Madrid,Atlético Madrid,1(3),1(0),round : final,,Real Madrid,Atlético Madrid,1,1,True,2013,final,Knockout,D,0,0,detailed_2005_2021,1677.201,1596.844,80.357,0.614,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,61.90000000000009,0.12286181764093412,0.27842233130051075,0.7561604442461203,0.1293321433883684
981,2014-09-16,Juventus,Malmö FF,2,0,round : 1,A,Juventus,Malmö FF,2,0,False,2014,1,Group,H,1,2,detailed_2005_2021,1560.581,1500.0,60.581,0.586,5,297,0.5084175084175084,1.754208754208754,1.589225589225589,1.0134680134680134,0.5757575757575758,1581.5,69,53,0.2641509433962264,1.0,0.8490566037735849,1.9245283018867925,-1.0754716981132075,1432.5,149.0,0.24426656502128202,0.7542087542087541,0.7401689854520042,-0.9110602884187791
982,2014-09-16,Olympiacos,Atlético Madrid,3,2,round : 1,A,Olympiakos Piraeus,Atlético Madrid,3,2,False,2014,1,Group,H,1,1,detailed_2005_2021,1467.58,1599.117,-131.537,0.319,25,156,0.30128205128205127,1.0833333333333333,1.1282051282051282,1.698717948717949,-0.5705128205128205,1432.0,15,166,0.4759036144578313,1.6927710843373494,1.4578313253012047,0.9879518072289156,0.46987951807228917,1568.1,-136.0999999999999,-0.17462156317578004,-0.6094377510040161,-0.32962619709607655,0.7107661414890333
